Datetime,Username,Text
2023-07-11T15:25:42Z,Esa Ngagaka,Nikola Tesla saja nisa BIKIN dan bangun tower listrik gratis tapi di hancurkan para kapital karena tidak menguntungkan mereka mereka tidak produksi massal untuk keuntungan kapital. Org brin paling loby2 buat gini gitu intinya nikuba jangan ada yg minat dengan alasan ilmiah
2023-07-11T14:48:01Z,Rian Bae,"Knapa brin bilang begitu???
Jawabanya adalah karna bila nikuba di kembngkan di indonesia orang2 bakalan memakai nikuba
Dan pertmbngan minyak bumi aka tidak ad lg sehingga orang yg korupsi untuk minyak bakalan merugi
Jadi inti ny tidak ad keuntungan jangka panjang buat kantong sendiri bila nikuba di kembngkan itu maksudny
Karna pemerintah indonesia yg berkembng cuman kriminal dan korupsi cman itu aja"
2023-07-11T14:21:43Z,Mutia Afifah,Nikuba ini sudah sering dipakai tni dibbrp motornya .dana menhamkam kan 170 triliyun ..nikuba minta 15 milyard saja .beli aja utk rakyat dan utk ketahanan rakyat
2023-07-11T14:21:31Z,Fery,Bisa rugi besar pertamina kalau nikuba diterima....😅😅
2023-07-11T14:05:40Z,kake akhir,Yg bermasalah itu BRIN awalnya meremehkan karya anak bangsa.    Kini malah ikut campur urusan NIKUBA.
2023-07-11T13:52:20Z,Muhammad Arsyad Satrio,"Pas penemu nikuba di dalam negeri,  orang dalam kita acuh tak acuh terhadap penemuan nya, akhirnya orang luar yang datang langsung dan mengajak meeting diluar sana.
Giliran orang luar ajak penemu nya ke negaranya, orang dalam kita tiba"" nyempil ke eropa juga seolah-olah ingin diakui juga, ketahuan banget pingin numpang nama jika penemuan nya berhasil"
2023-07-11T13:40:01Z,Achmad 123asd,"Anggota tni bisa se tolol itu percaya nikuba . Baca  google joko suprapto tipu presiden sby , mei 2007 . Di vonis 3.5thn ,"
2023-07-11T13:38:22Z,Achmad 123asd,Semuan percaya nikuba tolol tremasuk  oknum tni
2023-07-11T13:13:46Z,Andik Pornomo,Di Indonesia banyak orang pintar sudah di teliti nikuba ini jdi blm bisa di patenkan
2023-07-11T12:56:20Z,segoro kidul,"Jika Eropa bisa mengembangkan Nikuba, Mobil Motornya dijual di Indonesia buat ngasih pelajaran orang Indo btapa berharganya penemuan ini 😂"
2023-07-11T12:25:23Z,Achmad 123asd,Yg saya sayangkan nitizen indo   99%  se TOLOL  itu percaya penipu yg namanya  nikuba
2023-07-11T12:24:24Z,Achmad 123asd,Prinsip kerja nikuba  HHO  sdh ribuan x di bahas di youtube 10 thn yg lalu  dan benar .    Cuma U buat air    nikuba setara   1 liter bensin  perlu biaya/ energi  rp 100.000 . Inilah penipuannya
2023-07-11T12:22:01Z,Achmad 123asd,Nikuba 100% penipuan . Di itali pasti di tertawakan . Ingat joko suprapto  tipu presiden sby mei 2007 .  Joko di vonis 3.5thn tipu lg ums
2023-07-11T12:19:59Z,Putu Lagiyem,semoga bapak penemu NIKUBA diberi kesehatan dan panjang umur...biasanya nanti kalo adh dikembangkan di luar negeri..gk lama kemuadian di exsport ke indonesia..pdhl asal mulanya dr indonesia🤦
2023-07-11T12:11:57Z,Mr XD,"Simpelnya nikuba itu memecah hidrogen dan oksigen dalam air (H₂O) menggunakan energi listrik, proses ini disebut elektrolisis. Nah, kemudian hidrogen hasil elektrolisis tersebut digunakan sebagai bahan bakar. simpelnya seperti itu

Terus yang diperdebatkan apa?

Begini, H₂O (air) itu kan salah satu senyawa paling stabil di alam semesta, sangat tidak reaktif, makanya air itu tidak bisa dibakar karena saking stabilnya. Karena sifatnya yang sangat stabil itu maka perlu energi yang besar untuk memisahkan hidrogen dan oksigen dalam air.

Cara kerja nikuba kurang lebih seperti ini

Air > dielektrolisis > jadi hidrogen > dibakar > jadi energi gerak

Proses elektrolisis di nikuba ini mengambil energi listrik dari aki. Banyak ahli menduga aki di motor akan tekor karena proses elektolisis ini sangat tidak efisien dan boros energi. 

Loh kan akinya bisa dicas dari mesin motor?

Ingat hukum termodinamika di pelajaran fisika dulu? pernah dengar hukum kekekalan energi?

""energi tidak dapat diciptakan ataupun dimusnahkan. energi hanya dapat diubah bentuknya ke bentuk energi lainnya"" << ini poin penting yak

Dari hukum kekekalan energi tsb coba kita terapkan di nikuba, dan kita asumsikan proses elektrolisisnya efisien 100% (yang sebenernya mustahil juga)

Aki = 100 energi listrik > proses elektrolisis oleh nikuba > 100 energi listrik berubah menjadi 100 energi hidrogen > dibakar oleh mesin > 70 energi panas 30 energi gerak > 30 energi gerak dipecah lagi 15 energi gerak untuk roda 15 energi gerak untuk menggerakkan alternator > 15 energi gerak diubah menjadi 15 energi listrik untuk aki.

Aki yang semulanya punya 100 energi listrik di akhir siklus hanya mendapat suplai 15 energi listrik dari alternator, di sini lah banyak yang skeptis bahwa seharusnya aki motor tekor karena disedot terus listriknya.

Jadi banyak yang berasumsi nikuba ini hanyalah penghemat bensin saja bukan menggantikan bensinnya. Karena kalau pure tanpa bensin sama sekali 100% akan tekor.

Kalaupun ternyata benar nikuba tidak perlu bensin, Bapak Aryanto Misel ini saya jamin sudah dapat hadiah nobel karena sudah mematahkan hukum kekekalan energi, seisi dunia sudah pasti heboh. Semua negara uda berlomba2 buat dapetin teknologinya, apalagi negara2 yang haus banget sama energi kayak amerika. mereka gak bakal bergantung lagi sama minyak2 di timur tengah

Semoga tulisan panjang ini nggak bikin mumet ya wkwk, sudah sebisa mungkin saya jelasin seawam mungkin✌"
2023-07-11T11:55:52Z,Simanjuntak Desnal,"Kalo NIKUBA di terapkan dan dipasarkan di indonesia. Pertamina akan terancam, bgtu jg kelistrikan. Makanya susah di dampingi dn di dukukung oleh pihak2 pemerintah."
2023-07-11T11:49:44Z,lalahams,Yaampun pembodohan publik bahkan dari media yg ditonton jutaan orang. Bahkan di Italy ga ada berita ttg Nikuba ini 😂😂😂😂😂😂😂😂😂😂😂😂😂
2023-07-11T11:42:02Z,Mr B,"Pertanyaannya sih simple, kenapa kita tdk mengembangkan nikuba ketimbang wara Wiri ngeributin motor elektrik?"
2023-07-11T11:38:21Z,pengamat..,Nikuba lebih berharga di negara lain.karna di negara sendiri takut perusahaan bumn tersaingi bisnisnya.jadi segala cara di gunakan.
2023-07-11T11:32:57Z,Kustoni Juventus,"lanjutkan pa ,Nikuba jos gandos,,,,,"
2023-07-11T11:27:14Z,Maman,Yang membeli NIKUBA bukan pemerintah ITALI. tapi otomotif Itali. jadi jangan menyalahkan pemerintah Indonesia. Karena Indonesia tidak ada otomotif buatan asli Indonesia. jadi jangan nyinyir tentang pemerintah Indonesia..
2023-07-11T10:56:49Z,ridwan ridae,"😂😂 maunya di bodohin ni orang,nikuba cium aja bau nya gas yang keluar dari alat ini nanti akan tau alat palsu ini, jerman aja masih butuh proses panjang untuk merubah air jadi hidrogen,.
 ini alatnya cm seringkas sekecil itu sdh buat hidrogen siap pakai .
Beberapa kali banyak orang mencoba alat ini tapi pihak pak aryanto muter muter aja ngeles saja"
2023-07-11T10:47:46Z,R. A Fras,"Ini pada mudeng sistem nikubanya gx ya, kalau yg di aplikasi sekarang itu emang ganti 100% bbm? Di jelaskan jg gx berapa energi memisahkan H2 dan O2, sebanding gx? Nuklir aja  bisa ganti bbm tapi mau tah?
Orang Indo rame tapi gax pada mikir, batu ponari sini tak celupin.
Intinya harus ada perbaikan sampai di akui"
2023-07-11T10:21:00Z,BahagiaHidup,"Menurut saya, Buat penemu Nikuba enggak usah repot repot buat aja sendiri kalau ada yang beli dari dalam dan luar negeri jual aja ke pembeli kan selesai, kalau enggak ada yang beli mungkin  teknologinya perlu disempurnakan... biar beritanya enggak jadi ruwet.. 👍🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨"
2023-07-11T10:15:13Z,Abridna Lavely,"masih menunggu, belum akan mengapresiasi ataupun menghujat. mengingat terlihat sederhananya sistem dan mekanisme nikuba ini. sekelas Italia pastilah lebih paham"
2023-07-11T10:01:51Z,Hilal Abiyu,"Nanti kalau teknologi ini sudah d sempurnakan,baru  indonesia minta kpd negara pengembang pasarkan nikuba k indonesia,Indonesiakan doyan impor😂😂😂,dan pemerintah saling menyalahkan knp skil SDM sendiri d ambil  negara lain...😏."
2023-07-11T09:35:23Z,Aris Mardiansah,"Sebenarnya bukan tidak dihargai, tapi pemerintah takut warga Indonesia semuanya menggunakan nikuba sedangkan yg kita tau bahan bakar minyak ini salah satu penghasilan anggaran negara terbesar"
2023-07-11T09:34:12Z,"Rochmat Susanto, M.Hum.",Pertamina mau apa?? Ancur kalau nikuba disahkan di Indonesia.. mafia yg enak bisnis minyak mau makan apa nanti.. pom bensin pada kukut semua
2023-07-11T09:11:09Z,Fajar Nugroho,Sebenarnya kalau di seriusin nikuba bisa jadi alat politik 2024 seperti 10 tahun yang lalu yang katanya esemka bakal jadi mobil nasional dan sudah banyak yang order.
2023-07-11T08:33:39Z,Melo Pooh,Giliran udah di panggil sama orang luar aja ikut nimbrung... Dulu aja skeptis sama nikuba..
2023-07-11T08:03:40Z,Jimmy Saidi,"MEMALUKAN, BERITA NIKUBA DIVIRALKAN, INI MEMANG SDH LAMA, DIEROPA, JAPAN, SDH LAMA PAKAI TEKNOLOGI BERBASIS HYDROGEN. TOYOTA MIRAI , DI INGGRIS MALAH SDH ADA STASIUN PENGISIAN BAHAN BAKAR HUDROGEN BUAT MOBIL"
2023-07-11T08:00:31Z,Alex Bin Alex,"Saya sudah tau semua. Bapak ini bukan penemu dia meniru. Tabung pemadam api dari singkong itu peneleitian bocah sma. Alat nikuba, prinsip generator hidrogen itu faktanya bukan bahan bakar tapi hanya menyempurnakan pembakaran. Dengan kata lain konsumsi bbm jadi hemat. Dan prototype nikuba generator hidrogen itu plagiat prorotype generator hidrogen bapak joko energy chanel."
2023-07-11T07:59:17Z,Mu Basir,Saat ini nikuba tidak efisien dan artinya masih tekor jika dijadikan energi.
2023-07-11T07:51:04Z,Hunter Master,Selamat seluruh dunia kena prank nikuba wkwkwk
2023-07-11T07:49:14Z,sunaryadi -,"Kita tunggu, perusahaan otomotif dari Eropa yang melirik Nikuba itu nanti ada kelanjutannya atau tidak.
Tahapan setelah ""melirik"" itu apa ya ?"
2023-07-11T07:49:09Z,Bio Protein Ternak,"Canggih nya teknologi Nikuba 
15 M sangat murah, Lamborghini Ferrari aja 20 M... Politik dan dunia usaha menjadi hambatan yang sangat berat... Kapan Indonesia Maju ya?"
2023-07-11T07:30:34Z,danil suyanto,Nikuba teknologi luar biasa sangat bermanfaat bagi manusia
2023-07-11T07:27:12Z,Hasan Basri,"Nikuba 
Joko energi"
2023-07-11T06:57:42Z,Azuhari Haru,"Bagusnya pihak BRIN aj yg beli teknologi NIKUBA seharga yg di bandrol pak ariyanto 15 miliar, agar pak ariyanto tdk begitu kecewa. Selanjutnya pihak BRIN aj yg menjadi pihak penerus NIKUBA serta pengembangannya jk pihak BRIN ingin memperbaiki citranya pd masyarakat indonesia."
2023-07-11T06:48:47Z,The Random,"Monopoly gk sih? Kalau Nikuba ini sukses, tentu ada Sumber Daya lain yg terancam."
2023-07-11T06:38:10Z,Semogasukses Jualanonlinenya,"Yg bikin nikuba org indonesia klo jadi Dijual 15M ke itali.. Dikembangkan dinegara itali bikin lambonikuba Supercar dan akhirnya dibeli rafiahmad . Adre taulani dan kawan2 satu kendaraannya 20M 🤣 mungkin spt itu kedepannya, dan lanjut cina, jepang, korea ,amerika elon musk ikutan bikin kendaraan nikuba trs diimpor ke indonesia 😂 begitulah kira2 alurnya klo pemerintah tidak ada tindakan sama sekali terhadap anak bangsa.."
2023-07-11T06:35:24Z,Pamiarsa Sastra,"Nggak bisakah.. BRIN mendapatkan 1 unit NIKUBA itu lalu dibedah.. Apa isinya gimana kerjanya. 

Kan bisa minta ke Pak tentara yang sudah pakai itu.. 

Kesan aku sih ""ADA MISTERI GELAP""."
2023-07-11T06:31:10Z,urang kampoenk,"Itulah indonesia kebanyakan cukongnya, akhirnya penemu teknologi jadi mals mengembangkannya di negara kita sendiri 😢😢😢😢dulu pak habibi juga begitu akhirnya jermanlah yg memiliki kariyanya pak habibi🤦🤦🤦🤦parah parah sekarang sekarqng nikuba kalau di kembangkan, indonesia akan  makmur dan tidak lg mengandalkan bahan bakar minyak ,seperti bensin dan solar"
2023-07-11T06:10:31Z,Kharisma Mega,"Di Indonesia ini gak usah jauh2 bahas nikuba dan tekhnologi dll, byorka aja mereka gak bisa nangkap kok. Dah lah... Gas luar negeri pak.. insyaallah akan sangat dihargai"
2023-07-11T06:05:32Z,Kayyis Mohamed,"Kalo Nikuba ini diakui dan dikembangkan di Indonesia, maka usaha SPBU2 di Indonesia bisa tutup semua dan itu akan sangat merugikan mereka."
2023-07-11T06:01:45Z,al,"orang sains dah banyak yang jelasin, masih aja pada di tipu ama si ""nikuba"" buat bahan bakar kendaraan. itu alat HHO noh punya pak joko energi, malah si aryanto niru punya pak joko. trus APAR dri singkong juga udah ada penemunya dri 1980, rompi anti peluru malah anak SMA yang nemuin dri 2014."
2023-07-11T05:38:42Z,Sabdo langit,Nikuba omong kosong .cuma mainan anak kecil aja .mudah ski percaya a .klu mo bukti in tangki motor ya di lepas. Sy jamin motor gak akan bisa hidup .cuma alat model sperti itu
2023-07-11T05:16:09Z,Rizal Mohamadridwan,"bukannya menghina cara ngobronya kaya gak saintis saya agak sedikit ragu, kalau memang bener bisa menyalakan dan menjalankan mesin kendaraan bapak gk usah ribet cari cuan sendiri dari org deket bapak jual air nikuba itu udh cari cuahn sendiri beres nanti udh buming pemerintahpun gk bisa apa apa kalau publik sudah merasakan."
2023-07-11T05:07:33Z,RHENDRA SHARAGIE,"nanti kalo Nikuba di pasarkan, bensin dll tidak lalu, kalo tidak laku nanti..."
2023-07-11T05:02:54Z,WAHYU NUGROHO,Saya percaya sama nikuba penemuan org indonesia...semangat pak mixel.
2023-07-11T04:54:08Z,Mamapapa Kids,Pertamina ketar ketir melihat nikuba
2023-07-11T04:46:25Z,Arkan Faeza,"Pertahankan pak
Saya yakin bapak penemu nikuba untuk masa depan, Bapak ini sangat pintar dan cerdas"
2023-07-11T04:31:51Z,Lingkar Koi,Nikuba ini mungkin sangat pas di era sekarang sudah cocok dan bisa dikembangkan dengan perpaduan motor atau mobil listrik yang memiliki kapasitas listrik yg lebih besar dari kendaraan bermotor konvensional dan sumber listrik dari kendaraan listrik banyak sumbernya dari baterai .dari pengereman mekanik dll karena Untuk memproses hidrogen dari air membutuhkan kebutuhan listrik yang besar.kurang maksimal untuk kendaraan konvesional yang hanya memiliki Aki / acu untuk memenuhi kebutuhan listriknya kalau tujuannya untuk menggunakan hidrogen dari air untuk 100% sebagai bahan bakar kendaraan
2023-07-11T04:22:59Z,STR3 Official,"Itu mau makar penemuan nikuba tu, klu penemuan di luar keilmuan para ahli di Indonesia, seharusnya kan belajar memecahkan bersama, bukan GK mungkin/mustahil jawabannya, kecuali barang belum jadi. Selagi institusi riset dan teknologi di Indonesia masih ada unsur mafianya... GK akan maju Indonesia.. dan perlu tu institusi institusi yg angkat tangan/minim prestari di lakukan audit...."
2023-07-11T04:22:20Z,NM Channel,"Penemuan bapak ini kan bentuk mentah harus di olah lagi, orang luar negeri juga beli nikuba bukan di telan mentah-mentah harus di olah lagi memang biar optimal, otak koruptor emang gitu malas mikir mau mikir nya kalo ada keuntungan buat kaya diri sendiri baru di hajar. HERAN 😂.
Kasus seperti ini sudah pernah terjadi puluhan tahun yang lalu dari ALM Bapak BJ Habibie dan sekarang terjadi lagi dan lagi. PARAH 😂."
2023-07-11T04:17:29Z,DE JA VU 77,"HAHAHASUU.......
Nikuba misel MBLGEDESS COK"
2023-07-11T03:37:49Z,Pancar Muslim,"dan terjadi lagi orang pintar di indonesia bakalan dbuang....

ayoo ferrari cepet beli lisensi nikuba sebelum dipolitisasi oleh pejabat wakanda...."
2023-07-11T03:15:03Z,Ady rangga,Copot aja pejabat yg kemarin gk mengakui nicuba tanpa diteliti dahulu
2023-07-11T03:11:50Z,Daily Raihan,Lebih baik nikuba diklaim negara lain...
2023-07-11T02:48:48Z,ArtDesign Gamming,"Untuk menghasilkan 1 ledakan elektrolisis butuh energi listrik untuk memisahkan hidrogen,, dan ledakan hidrogen tersebut tidak bisa menganti energi listrik yg di gunakan untuk membuatnya,,,,, jadi bisa di simpulkan untuk menjalankan nikuba tersebut menghidupkan montor akan membutukan arus listrik lebih besar apa lagi untuk menghasilkan ledakan yg berulangkali dan menjalakan montor,,,,, malah boros listrik gx efisien"
2023-07-11T02:46:15Z,AzamYudes't,"Aneh. Ntar mobil luar pada pake teknologi nikuba. Terus indo pada sibuk beli mahal""dari luar negeri.padahal nikuba nya dari indo. Eh malah indo yg beli mahal mahal dari luar negeri. Kebiasaa"
2023-07-11T02:28:57Z,kreator 45 chanel,Hati2 pak dengan resep nikuba nya...bisnis asing sangat licik...
2023-07-11T02:26:41Z,Paris 73,"Kalau Nikuba berkembang di Indonesia, mau dikemanain Pertamina dan Kendaraan listrik..... Aya2 wae....
Yang penting mah cuan..... Hmmmmm......"
2023-07-11T02:03:30Z,Rian Rovers,"Liat enggak negri ini enggak mau maju , bukan SDM kita yg rendah tapi pemerintahnya yg susah di ajak maju , mulai dari 4g sampai yg sekarang teknologi nikuba yg baru ini, kadang ini alasan kita enggak terima di bilang SDM rendah"
2023-07-11T02:01:26Z,Rey reyreynaldy,"Mendengar cerita pak aryanto seperti ada calo dari brin ke pihak italy dlm hal nikuba ini,
Hal yg udah biasa terjadi ditanah air tentang ""CALO""
😂😂😂😂😂"
2023-07-11T01:51:44Z,Roy Edwin Latupapua,Daftarkan cipta Nikuba.... bapak untuk royalti penemuan... 🙏
2023-07-11T01:41:44Z,Babang Boy,"Ya kalo konoha pake nikuba nanti minyak gak laku, alhasil pengusaha2 minyak yg dibelakang pemerintahan gak cuan lg dan pejabat2 konoha gak dapet cuan deh 😂"
2023-07-11T00:50:25Z,manhwa_addict,"W termasuk orang yang sulit percaya akan klain nikuba yang bisa 1 tetes bensin bisa puluhan kilometer, dan lagi banyak juga klaim luar biasa yang ujungnya cuma omong doang kayak yang ngaku bikin roket di nasa lah pembangkit listrik dari pohon lah, kalau pun emang bener lebih baik dikembangkan di luar Indonesia karena Indonesia belum sanggup dalam pendanaan bikin drone aja goib di suruh bikin yang ga pasti"
2023-07-11T00:44:25Z,BRO FALDI,"tenang ntar INDONESIA 🇮🇩 beli nikuba dari itali, biar kesannya beli barang yg berkualitas 😂😂

alasan lama "" teknologi itu tidak aman dan tidak evisien, "" tp lucunya saat NIKUBA sukses di negara orang ntar kita beli juga 😂

KARNA KALIAN TIDAK MAMPU MENDANAI , KALIAN CUMA MAMPU AMBIL UANG RAKYAT SAJA"
2023-07-11T00:39:24Z,Arif B,Mari kita tunggu paten dari nikuba...jika bener ada paten maka brin yg salah...apa  masih butuh bensin tidak...ato cuma fuel saver.
2023-07-11T00:22:17Z,Swagg Cattuber,ini Penipu masih aja diliput. coba dia buktikan statement dibeli Ferarri? gue udah muak modus ginian. dulu blue energi skrg nikuba
2023-07-11T00:10:10Z,BINTANG LAUT,"Jgnkn NIKUBA yg cm seuprit doank.....PESAWAT Predisen BJ HABIBIE sj gk di akui di negara sendiri 😅😅😅😅

Saran buat klian yg PINTER kl mau karya kalian di akui NEGARA buatlah sistem Korupsi terstruktur n susah di lacak,100% pasti di akui n di support lngsng"
2023-07-11T00:06:35Z,ihsan hanif,nikuba ga masuk akal njir smua ahli udah ngomong ga efisien.. metro aja mau jelekin prmerintah
2023-07-10T23:54:06Z,OW.channel,dari cerita nikuba dan semua riset rakyat .  yg dianggap dpt mengancam posisi cuan  monopoli 'pedagang' bbm dan industri/technologi  apapun di negri konoha akan dibasmi lewat tangan birokrat.
2023-07-10T23:21:56Z,Nhenho,"Nanti jg hilang lagi tu nikuba,,, sdh lupa wktu pak sby kepincut ama produk model gini akhirnya kecewa krn cm pepesan kosong. Klaim cirebon-smg pp dg 1 liter air,😅 tp mampir dipom berapa kali ngga dibahas.😅,"
2023-07-10T23:09:00Z,Yoshika Futaba,Nikuba punya kita apa dah ke unggulan nya ? Masalah nya Toyota dah dari 2014 meluncurkan bahan bakar air cell.
2023-07-10T22:03:19Z,Gerry S,"Sebenernya Allah swt sayang sama rakyat indonesia makannya diberikan pencetus kayak internet 4G yg akhirnya hak patenya diambil jepang dan sekarang ini nikuba muncul karena pemerintah yg dzolim menjual hasil bumi di negeri sendiri dengan harga cukup mahal, makanya ini kalau mau maju dihargai dan dikembangkann...


Perlu diketahui negara eropa bukan negara minyak, khususnya italia makanya dia berusaha mengganti minyak dengan ramah lingkungan entah bagaimana penelitian lanjutannyaa..."
2023-07-10T21:53:08Z,Trias,Kalau Ferrari cs mendukung kenapa suruh bayar 15 milyar tidak mau? Kasihan penemu nikuba cuma dianggap tukang service sama Ferrari cs.  Tetap semangat dan terus berinovasi
2023-07-10T21:41:47Z,AVAN djauhari,"Itu krn pemerintah takut dengan mafia2 minyak yang ada saat ini. Klo nikuba di akui dan di pasarkan peetamina akan rugi,  banyak pom akan tutup"
2023-07-10T21:27:25Z,hermanus marvel,KKN yg di pelihara di negara konoha bukan yg model nikuba temuan anak negeri
2023-07-10T17:43:04Z,Frima Dhani,"Coba pakai nikuba nya di motor tapi lepas tangki motor nya,jgn pakai bbm bisa apa tidak..??"
2023-07-10T17:29:17Z,fitra stojag,NIKUBA DI TOLAK RI KARENA MENURUT MAFIA REZIM BUKAN BISNIS YANG MENGUNTUNGKAN BAGI DIRI NYA. ITU LAH REZIM JAMAN SEKARANG LEBIH MEMIKIRKAN BER BISNIS DENGAN NEGARA LUAR KARENA KEUNTUNGAN NYA BISA DIMAKAN OLEH PERUT NYA SENDIRI BESERTA KELUARGA NYA
2023-07-10T16:50:32Z,Tung Tata,Nikuba masih jauh untuk indonesia sebab masih banyak pendukung lainya yang mahal harganya bila untuk dijadikan perusahaan karena itu hanya peeusahaan yang besar yang mampu mengadopsinya
2023-07-10T16:49:49Z,Bocil Kematian,NIKUBA OMONG KOSONG.. 👍
2023-07-10T16:30:12Z,P_stars_7,"kalo NIKUBA, Di indonesia maju nanti PERTAMINA ga laku dan koruptor ga ada penghasilan ,jelas kan sampai sini kawan"
2023-07-10T16:26:57Z,Aku siapa,"Kebanyakan ngehayal nih orang. Ini sebenarnya bicara hal dasar dalam fisika yaitu masalah konversi energi.

Air itu H2O jika ingin dipecah menjadi H2 (hidrogen)  +  O2 (oksigen), atau nama lainnya adalah elektrolisis, itu membutuhkan energi.

Dalam teknologi Nikuba, Air atau H2O dipecah menggunakan ENERGI LISTRIK. Kemudian dihasilkanlah H2 atau Hidrogen yang kemudian dijadikan bahan bakar untuk menghasilkan ENERGI untuk menggerakan Sepeda Motor. Dari segi Fisika (Termodinamika dan konversi energi) hal ini sangatlah tidak efisien. 

Daripada menggunakan energi listrik untuk memecah senyawa air menjadi hidrogen, kemudian hidrogen dibakar jadi energi penggerak motor yang jelas akan sangat tidak efisien. Lebih baik langsung saja menggunakan energi Listrik utntuk menggerakan motor (ini yang banyak dikembangkan sekarang yaitu motor listrik). 

Ya jelas teknologi macam Nikuba ini ga akan berkembang, sudah jelas jelas tidak efisien secara Hukum Termodinamika dan konversi energi. 

Nah dari sini kita lihat bahwa masyarakat Indonesia tidak paham, dibuatlah narasi Seolah Air dapat menjadi bahan bakar tanpa mebutuhkan energi untuk merubah air menjadi hidrogen. Seolah ada mafia yg mau buat kita ga maju, seolah pihak akademisi dan ilmuwan menolak penemuan, dll. Banyak orang tolol di sini."
2023-07-10T16:22:07Z,hendra ganda,Saya dukung mu pak..test motor tanpa tangki dan tanpa BBM..100 persen pake nikuba😅
2023-07-10T14:54:23Z,Ardiaz,Nikuba trus..sblum Pak Aryanto viral itu sdh ad Joko Energy..coba lah metro tv liput Joko Energy tp jgn kaget klo desain HHO generatornya sma kyk kepunyaanya Nikuba pdhl duluan Joko Energy😁
2023-07-10T14:25:29Z,Mikhael Yahudi,Nikuba dan dokter terawan korban orng2 pintar dan licik
2023-07-10T14:19:09Z,Suyo Wiyo,nikuba keren👍👍👍.  BRIN cilukba aja🤠🤓
2023-07-10T14:14:57Z,Herry 68,"Nikuba nasibnya sama mobil listrik yg sekarang di beli malaysia,payah dukungan pemerintah kita ini pengen nya uang kuropsi sedih"
2023-07-10T14:14:04Z,Hazna Nabila,Lahhh..berita ini lagi. Yg tertarik sm berita ini mungkin kemarin2 males baca dan membandingkan dgn penelitian2 yg menyatakan bahwa Nikuba itu tidak valid
2023-07-10T13:50:37Z,omsammy1,"Jagoan automotif seperti toyota, BMW dan Detroit bisa kalah sama NIKUBA dalam menemukan hydrogen sebagai bahan bakar automotif"
2023-07-10T13:39:04Z,PGIG,Kendaraan listrik dengan baterai nikel.gmna nih.....? Kalau ada nikuba bisa gatot dong
2023-07-10T13:21:11Z,usfi nasrul,"Kenapa kecewa pas ad brin di itali, mungkin brin memberi tahu keadaan alat itu yg sebenarnya..
Shg pihak nikuba gk bisa ngejual taknologinya kpd org itali
Mending di uji saja dg pihak yg kompeten biar sama2 tau hasilnya"
2023-07-10T13:11:11Z,Rustam,"Pa sebelum mengajari harus ada kompensasi dan hak paten pa
Agar saat bapak tidak ada jika sudah hak paten bapak akan tetap dapat uang sampai kapanpun selama nikuba di gunakan"
2023-07-10T12:50:04Z,muhammad nasrudin,Metro tv semenjak prahara nasdem beritanya sekarang banyak menyerang pemerintah.soal nikuba tidak di apresiasi pemerintah tdk sepenuhnya benar krn pemerintah fokus untuk energi alternatif pada  program BIOSOLAR yg memang sdh terprogram jangka panjang dan memang sdh teruji menjanjikan
2023-07-10T12:16:53Z,Rusli Lim,"Secara pendapat saya Pribadi Nikuba tidak akan berjalan mulus dan efektive, bukan  teknologi canggih.

Banyak media gembar gembor menyebar berita  seperti Dwi , batang Kendondong, Vaksin merah putih,  bibit padi, tangan robot dll.pada akhirnya tidak terbukti"
2023-07-10T12:11:53Z,Aceland,"Om di hak patenkan saja nikuba made Indonesia, jdi selama nikuba d pakai siapapun di manapun sudah pasti dapat kompensasi seumur hidup, jangan sampai kejadian sperti harley davidson terulang kembali om ! Harley aja yg udh company segede itu bisa abis lenyap seketika higga bangkit lgi dari nol ( cuman gara² d awal² dlu produksi masih pakai karbu brand lain )..."
2023-07-10T12:00:33Z,Hadilah Moko,Pak tolong itu 15 miliar trllu murah sedangkan yg berminat otomotif Italia..klo nikuba jalan di brand besar negara sana 15 miliar itu kecil bnget pa...seandainya bpk deal dngn 15 miliar masukan syarat setiap pembelian prodak otomotif yg memake nikuba harus memberikan kompensasi ke bapa..
2023-07-10T11:18:43Z,Sam Wie lawa,Abaikan BRIN...JANGAN MAU KERJA SAMAsebab dari awal sudah kelihatan ketidak percayaan mereka terhadap pernemuan nikuba ini...
2023-07-10T11:07:58Z,Maruf Hidayat,"Cara kerja nikuba adalah  air di pecah jadi hidrogen dan oksigen pake listrik dari aki, hidrogen masuk ke pembakaran sehingga motor jalan, berarti kerja AKI sangat berat karena harus mecah air dan juga untuk pembakaran,"
2023-07-10T10:55:46Z,elmira philosophia,"Jual saja keluar Pak untuk apa ditahan kan tidak pernah didukung juga di negeri ini dan malah mencemooh juga banyak orang dari Brin, semoga berjaya dan semoga orang Brin yang datang kesana tidak menghambat atau ikut mencaplok nama nikuba"
2023-07-10T10:44:45Z,Kedua ID,Apakah Nikuba efisien?
2023-07-10T10:11:14Z,soepal,"Jangan mudah ditipu media, gue 60% gak percaya nikuba ini efisien.
DIkit dikit bilang.. ""Pantas Indonesia gak maju.."".

Bacot wkwk, netizen nya aja masih percaya berita tolol kyk gini.
GAK MASUK AKAL"
